dual2              , n , pol_short            , alpha_pes_over_opt , dual2_over_opt    , dist_type, dual1              , pol_weight         , opt_over_weight    , dual1_over_opt    , opt_over_short        , overlap , opt_conserv        , p_star, opt_over_ratio     , upper_over_opt       , m , pol_ratio          , upper_pstar           , weight_mode, alpha_pes
 2.6359915001802605,  8, 1.8705099626511539   , 0.785521378108735  , 1.4574173692846923, uniform  ,  2.598450825270868 ,  1.6849298079935198, 1.0734411777270663 , 1.436661448158286 ,    0.9669411409691151 , sparse  ,  1.8086730374800035, 0.126 , 0.9547289790342434 ,    6.234296651656626 , 10,  1.8944360935912596,    11.275804261503206 , uniform01  ,  1.420751336949404
 2.0799724700777706,  8, 1.1375167821537535   , 0.6191411975837874 , 1.4540962236734867, uniform  ,  2.0709201231747065,  1.5382637115756583, 0.9298944277968425 , 1.4477677824866493,    1.2574960442939203 , sparse  ,  1.430422853876294 , 0.172 , 0.9199842256529421 ,    3.5996581254871365, 10,  1.5548341090969002,     5.1490332488383   , uniform01  ,  0.8856337188001876
 2.6764045517024604,  8, 1.9324332989525759   , 0.8314726145746086 , 1.4850559945310309, uniform  ,  2.8482457509176835,  1.795794671621918 , 1.00358058738273   , 1.5804054822755647,    0.9326193418121852 , sparse  ,  1.8022246713651011, 0.1435, 0.9095285154492811 ,    5.79423424790668  , 10,  1.9814933130214762,    10.442511913246031 , uniform01  ,  1.4985004595508054
 1.9977688559997175,  8, 1.1185709562046642   , 0.8110590483769375 , 1.5250451821133615, uniform  ,  2.308683592214198 ,  1.3576959928191947, 0.9648504231623791 , 1.7623894670079534,    1.171113505076366  , sparse  ,  1.3099735531974666, 0.111 , 1.1546451084907539 ,    7.306838273666105 , 10,  1.1345248367351106,     9.57176489599363  , uniform01  ,  1.0624659034552928
 2.580392174619208 ,  8, 1.171260733526526    , 1.0                , 2.655436119661321 , normal   ,  2.574826451492726 ,  1.7565291689747229, 0.5532156937425379 , 2.649708532061473 ,    0.8296525914153747 , sparse  ,  0.9717395027933549, 0.0005, 0.5306452626805647 , 2000.0               , 10,  1.831241266311498 ,  1943.4790055867097   , uniform01  ,  0.9717395027933549
 3.1672624129995146,  8, 1.392058720530745    , 0.9999999999999996 , 3.2348630367049274, normal   ,  4.605667555415469 ,  1.9422453977296503, 0.5041085325548887 , 4.7039688512121165,    0.7033485462004659 , sparse  ,  0.9791024773109802, 0.0005, 0.5199060209892159 , 1999.999999999999    , 10,  1.883229733420012 ,  1958.2049546219596   , uniform01  ,  0.9791024773109798
 2.313994245422758 ,  8, 1.0092707082583754   , 0.9999999999999994 , 3.5201579709517246, normal   ,  3.2028745818251223,  1.464521738346445 , 0.4488531721587231 , 4.872364964378097 ,    0.6513170575281623 , sparse  ,  0.6573552279522094, 0.0005, 0.45113952058795953, 1999.999999999999    , 10,  1.4570996287257072,  1314.710455904418    , uniform01  ,  0.657355227952209
 4.254882427387796 ,  8, 2.445755239408177    , 1.0                , 4.439834829224228 , normal   ,  4.620209837175294 ,  2.1764231078475453, 0.4403291347624661 , 4.821042391530621 ,    0.39183908860293254, sparse  ,  0.9583425039555471, 0.001 , 0.3996983683911281 , 1000.0               , 10,  2.3976642882308523,   958.342503955547    , uniform01  ,  0.9583425039555471
 4.3568918459188275,  8, 1.899771491440834    , 1.0                , 4.461157517333321 , normal   ,  4.959467221097761 ,  2.455917123643762 , 0.3976633018853384 , 5.0781532472726605,    0.5140766228701653 , sparse  ,  0.9766281125449211, 0.0005, 0.3983366767257082 , 2000.0               , 10,  2.451765477818203 ,  1953.2562250898422   , uniform01  ,  0.9766281125449211
 2.0412362497656167,  8, 1.0544159877285564   , 1.0000000000000004 , 2.208100661999988 , normal   ,  3.1827307866711236,  1.4565622006490693, 0.6346661984603329 , 3.4429086578406647,    0.8767230442876615 , sparse  ,  0.9244307947069614, 0.0005, 0.6558596809103924 , 2000.0000000000007   , 10,  1.4094947770287818,  1848.8615894139234   , uniform01  ,  0.9244307947069618
